dataset,horizon_hours,method,method_role,seed,reconciliation,hierarchy_weighted_smape,leaf_smape,region_smape,system_smape,leaf_mae,region_mae,system_mae,coherence_violation,runtime_s,train_samples,test_samples,source_status
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,139,Top-Down,0.35712025,0.55671062,0.34190951,0.17274063,0.69501683,1.30842623,2.67082347,0.00000000,6.2353,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,PatchTST-lite,baseline,139,OLS-Reconciled,0.27979632,0.39859234,0.26870634,0.17209030,0.49717539,1.02488576,2.65950491,0.00000000,6.2353,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,11,Base,0.31524038,0.44938855,0.30222403,0.19410857,0.56833223,1.15828906,2.96311982,0.04368200,2.9997,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,11,Bottom-Up,0.31621793,0.44938855,0.30394126,0.19532398,0.56833223,1.16887753,3.01510354,0.00000000,2.9997,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,11,Top-Down,0.37450475,0.57104802,0.35835766,0.19410857,0.71459156,1.36748120,2.96311982,0.00000000,2.9997,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,11,OLS-Reconciled,0.31646305,0.45228467,0.30343633,0.19366815,0.56679813,1.15980017,2.95931254,0.00000000,2.9997,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,23,Base,0.30812729,0.43878441,0.29676429,0.18883316,0.55549489,1.13788641,2.89712133,0.04739509,2.9550,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,23,Bottom-Up,0.30812798,0.43878441,0.29694658,0.18865296,0.55549489,1.14104536,2.91350598,0.00000000,2.9550,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,23,Top-Down,0.36851217,0.56439373,0.35230962,0.18883316,0.70536497,1.34555037,2.89712133,0.00000000,2.9550,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,23,OLS-Reconciled,0.30826654,0.43928027,0.29758675,0.18793261,0.55477559,1.13861665,2.88586973,0.00000000,2.9550,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,47,Base,0.31073845,0.44097630,0.29946620,0.19177287,0.56165501,1.15023764,2.93594683,0.04537020,2.9633,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,47,Bottom-Up,0.31131856,0.44097630,0.30069386,0.19228552,0.56165501,1.15781508,2.97097653,0.00000000,2.9633,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,47,Top-Down,0.37278346,0.56965785,0.35691967,0.19177287,0.71297207,1.36295860,2.93594683,0.00000000,2.9633,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,47,OLS-Reconciled,0.31230825,0.44498819,0.30077100,0.19116557,0.56125694,1.15210978,2.92908774,0.00000000,2.9633,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,59,Base,0.31105303,0.44287881,0.29914408,0.19113620,0.56172692,1.14816959,2.93267259,0.04188837,2.9524,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,59,Bottom-Up,0.31205477,0.44287881,0.30100801,0.19227750,0.56172692,1.15739360,2.96801259,0.00000000,2.9524,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,59,Top-Down,0.37190446,0.56878263,0.35579456,0.19113620,0.71173607,1.35957567,2.93267259,0.00000000,2.9524,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,59,OLS-Reconciled,0.31195227,0.44502353,0.29995976,0.19087351,0.56031744,1.14934755,2.92921386,0.00000000,2.9524,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,71,Base,0.29979216,0.42468763,0.29018631,0.18450252,0.54474646,1.11858753,2.84617183,0.04573920,2.9582,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,71,Bottom-Up,0.30005492,0.42468763,0.29093260,0.18454452,0.54474646,1.11992538,2.84948319,0.00000000,2.9582,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,71,Top-Down,0.36504366,0.56171518,0.34891329,0.18450252,0.70127789,1.33362785,2.84617183,0.00000000,2.9582,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,71,OLS-Reconciled,0.30092482,0.42810884,0.29089487,0.18377076,0.54680228,1.11916295,2.83613687,0.00000000,2.9582,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,83,Base,0.30817450,0.43820915,0.29720719,0.18910716,0.55844588,1.14208758,2.90011402,0.04396947,2.9604,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,83,Bottom-Up,0.30986143,0.43820915,0.29995424,0.19142091,0.55844588,1.15265762,2.95367012,0.00000000,2.9604,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,83,Top-Down,0.36966124,0.56607642,0.35380013,0.18910716,0.70803313,1.35137674,2.90011402,0.00000000,2.9604,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,83,OLS-Reconciled,0.30799605,0.43753884,0.29763557,0.18881375,0.55518171,1.14077862,2.89832877,0.00000000,2.9604,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,97,Base,0.29985790,0.42283498,0.29109981,0.18563891,0.54397922,1.12162904,2.85624032,0.04878208,2.9691,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,97,Bottom-Up,0.30099527,0.42283498,0.29229396,0.18785686,0.54397922,1.12376274,2.88042829,0.00000000,2.9691,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,97,Top-Down,0.36566217,0.56168752,0.34966008,0.18563891,0.70101103,1.33510300,2.85624032,0.00000000,2.9691,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,97,OLS-Reconciled,0.30254617,0.42983629,0.29303689,0.18476533,0.54860129,1.12635789,2.84384810,0.00000000,2.9691,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,109,Base,0.31580028,0.44996850,0.30285671,0.19457564,0.57063262,1.16124370,2.97404860,0.04862484,2.9748,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,109,Bottom-Up,0.31907483,0.44996850,0.30749618,0.19975981,0.57063262,1.18216375,3.08416588,0.00000000,2.9748,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,109,Top-Down,0.37494858,0.57160677,0.35866334,0.19457564,0.71608459,1.37007886,2.97404860,0.00000000,2.9748,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,109,OLS-Reconciled,0.31476588,0.44675368,0.30296217,0.19458179,0.56334788,1.15865319,2.97666359,0.00000000,2.9748,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,127,Base,0.30694904,0.43456978,0.29634489,0.18993244,0.55223138,1.13430887,2.90935582,0.04610271,2.9750,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,127,Bottom-Up,0.30655404,0.43456978,0.29704985,0.18804249,0.55223138,1.13836270,2.89878035,0.00000000,2.9750,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,127,Top-Down,0.36960400,0.56536083,0.35351873,0.18993244,0.70615743,1.34816341,2.90935582,0.00000000,2.9750,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,127,OLS-Reconciled,0.30824715,0.43784927,0.29804619,0.18884599,0.55364975,1.13832210,2.89508129,0.00000000,2.9750,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,139,Base,0.30589096,0.43434890,0.29645204,0.18687194,0.55659306,1.14081341,2.87401795,0.04314324,2.9887,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,139,Bottom-Up,0.30709826,0.43434890,0.29801945,0.18892641,0.55659306,1.14691893,2.91588341,0.00000000,2.9887,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,139,Top-Down,0.36781113,0.56427057,0.35229090,0.18687194,0.70565348,1.34643195,2.87401795,0.00000000,2.9887,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,LSTM,baseline,139,OLS-Reconciled,0.30591205,0.43465315,0.29649820,0.18658480,0.55503399,1.13907170,2.87057759,0.00000000,2.9887,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
